"Group","Mouse","Tumor","ID","Day","Volume","death","last_day_obs","sac_day","Baseline","Drug1","Drug2"
"Vehicle","992","L","992:L",30,440.68809792,0,35,NA,112.06776808,0,0
"Vehicle","982","R","982:R",30,723.66138112,0,35,NA,154.981203463333,0,0
"Vehicle","982","L","982:L",30,713.778593266667,0,35,NA,147.801841,0,0
"Vehicle","951","R","951:R",30,NA,0,19,22,348.738657333333,0,0
"Vehicle","951","L","951:L",30,NA,1,19,22,127.43078328,0,0
"Vehicle","953","R","953:R",30,2595.86276832,0,35,NA,1061.36940266667,0,0
"Vehicle","953","L","953:L",30,2586.1888899,0,35,NA,649.117732973333,0,0
"Vehicle","966","R","966:R",30,NA,1,19,22,352.018858333333,0,0
"Vehicle","966","L","966:L",30,NA,0,19,22,703.64494872,0,0
"Vehicle","986","R","986:R",30,2355.71750674667,0,35,NA,152.70590556,0,0
"Vehicle","986","L","986:L",30,1335.34708826667,0,35,NA,380.094404266667,0,0
"JQ1","970","R","970:R",30,3481.35680516667,0,35,NA,86.407776,1,0
"JQ1","970","L","970:L",30,1532.09911408333,0,35,NA,168.77957184,1,0
"JQ1","935","R","935:R",30,3045.464334,0,35,NA,341.963113,1,0
"JQ1","935","L","935:L",30,2468.30511438667,0,35,NA,190.972599906667,1,0
"JQ1","934 (dead)","R","934 (dead):R",30,NA,0,3,6,281.946570186667,1,0
"JQ1","934 (dead)","L","934 (dead):L",30,NA,1,3,6,746.931628053333,1,0
"JQ1","977","R","977:R",30,NA,0,19,22,458.270266253333,1,0
"JQ1","977","L","977:L",30,NA,1,19,22,53.9234753866667,1,0
"JQ1","961","R","961:R",30,1263.92174272,0,35,NA,63.82340136,1,0
"JQ1","961","L","961:L",30,214.93978868,0,35,NA,749.15541792,1,0
"JQ1","936","R","936:R",30,NA,1,19,22,617.455814583333,1,0
"JQ1","936","L","936:L",30,NA,0,19,22,989.36038136,1,0
"JQ1","971","R","971:R",30,3647.59100404,0,35,NA,105.65027376,1,0
"JQ1","971","L","971:L",30,1458.7056045,0,35,NA,1559.76859050667,1,0
"JQ1","952","R","952:R",30,NA,1,19,22,1761.34583025,1,0
"JQ1","952","L","952:L",30,NA,0,19,22,864.85112316,1,0
"JQ1","958","R","958:R",30,2732.31995103,0,35,NA,107.9689,1,0
"JQ1","958","L","958:L",30,1182.25465917333,0,35,NA,267.21445059,1,0
"XRT","837","R","837:R",30,NA,0,19,22,1131.9072,0,1
"XRT","837","L","837:L",30,NA,1,19,22,222.129984666667,0,1
"XRT","976","R","976:R",30,126.966528,0,35,NA,89.6208333333333,0,1
"XRT","976","L","976:L",30,0,0,35,NA,218.524614163333,0,1
"XRT","960","R","960:R",30,NA,1,19,22,282.27401776,0,1
"XRT","960","L","960:L",30,NA,0,19,22,56.3806802933333,0,1
"XRT","979","R","979:R",30,1882.71204108,0,35,NA,388.87770856,0,1
"XRT","979","L","979:L",30,141.301806546667,0,35,NA,224.557058133333,0,1
"XRT","998","R","998:R",30,154.99871001,0,35,NA,800.514922643333,0,1
"XRT","998","L","998:L",30,405.980023663333,0,35,NA,622.253813083333,0,1
"XRT","974","R","974:R",30,152.261208293333,0,35,NA,244.11010608,0,1
"XRT","974","L","974:L",30,36.21108288,0,35,NA,865.29655728,0,1
"XRT","968","R","968:R",30,NA,0,35,NA,70.5191666666667,0,1
"XRT","968","L","968:L",30,NA,0,35,NA,1512.72824004,0,1
"XRT","997","R","997:R",30,504.48877824,0,35,NA,468.35549985,0,1
"XRT","997","L","997:L",30,306.19178555,0,35,NA,748.341703666667,0,1
"XRT","969","R","969:R",30,NA,1,19,22,251.632692,0,1
"XRT","969","L","969:L",30,NA,0,19,22,897.232297276666,0,1
"JQ1+ XRT","991","R","991:R",30,96.0344738266667,0,35,NA,31.82705256,1,1
"JQ1+ XRT","991","L","991:L",30,15.1265627333333,0,35,NA,147.9949824,1,1
"JQ1+ XRT","965","R","965:R",30,170.692284,0,35,NA,686.60025,1,1
"JQ1+ XRT","965","L","965:L",30,414.92411532,0,35,NA,254.7875442,1,1
"JQ1+ XRT","956","R","956:R",30,894.59065976,0,35,NA,447.55510365,1,1
"JQ1+ XRT","956","L","956:L",30,111.32269632,0,35,NA,104.202697126667,1,1
"JQ1+ XRT","972(no tag)","R","972(no tag):R",30,396.03320022,0,35,NA,533.88599832,1,1
"JQ1+ XRT","972(no tag)","L","972(no tag):L",30,110.211982026667,0,35,NA,645.350384,1,1
"JQ1+ XRT","954","R","954:R",30,672.77075742,0,35,NA,244.669696993333,1,1
"JQ1+ XRT","954","L","954:L",30,160.26803664,0,35,NA,896.898580693333,1,1
"JQ1+ XRT","999","R","999:R",30,437.70474153,0,35,NA,50.34590592,1,1
"JQ1+ XRT","999","L","999:L",30,42.4795423333333,0,35,NA,1422.1688,1,1
"JQ1+ XRT","847","R","847:R",30,NA,0,19,22,1020.6803145,1,1
"JQ1+ XRT","847","L","847:L",30,NA,1,19,22,418.626876586667,1,1
"JQ1+ XRT","848","R","848:R",30,NA,1,19,22,105.65027376,1,1
"JQ1+ XRT","848","L","848:L",30,NA,0,19,22,1559.76859050667,1,1
"JQ1+ XRT","996","R","996:R",30,181.498253833333,0,35,NA,39.4867643733333,1,1
"JQ1+ XRT","996","L","996:L",30,34.5818666666667,0,35,NA,239.263511893333,1,1
"JQ1+ XRT","967","R","967:R",30,332.69117028,0,35,NA,152.70590556,1,1
"JQ1+ XRT","967","L","967:L",30,148.41387567,0,35,NA,380.094404266667,1,1
"Vehicle","980","R","980:R",35,4275.76090944,0,35,NA,107.45865,0,0
"Vehicle","980","L","980:L",35,659.999530666667,0,35,NA,479.575978466667,0,0
"Vehicle","973","R","973:R",35,1905.6365625,0,35,NA,457.92251544,0,0
"Vehicle","973","L","973:L",35,2007.00280970667,0,35,NA,157.817708333333,0,0
"Vehicle","955","R","955:R",35,NA,1,19,22,128.680331626667,0,0
"Vehicle","955","L","955:L",35,NA,0,19,22,1674.53775292,0,0
"Vehicle","992","R","992:R",35,1801.61975965333,0,35,NA,59.49570264,0,0
"Vehicle","992","L","992:L",35,447.911122083333,0,35,NA,112.06776808,0,0
"Vehicle","982","R","982:R",35,855.2420355,0,35,NA,154.981203463333,0,0
"Vehicle","982","L","982:L",35,874.623906346666,0,35,NA,147.801841,0,0
"Vehicle","951","R","951:R",35,NA,0,19,22,348.738657333333,0,0
"Vehicle","951","L","951:L",35,NA,1,19,22,127.43078328,0,0
"Vehicle","953","R","953:R",35,3464.83167858333,0,35,NA,1061.36940266667,0,0
"Vehicle","953","L","953:L",35,3356.67470619,0,35,NA,649.117732973333,0,0
"Vehicle","966","R","966:R",35,NA,1,19,22,352.018858333333,0,0
"Vehicle","966","L","966:L",35,NA,0,19,22,703.64494872,0,0
"Vehicle","986","R","986:R",35,2356.08019087667,0,35,NA,152.70590556,0,0
"Vehicle","986","L","986:L",35,1785.14088841,0,35,NA,380.094404266667,0,0
"JQ1","970","R","970:R",35,2920.01653608,0,35,NA,86.407776,1,0
"JQ1","970","L","970:L",35,1363.62821628,0,35,NA,168.77957184,1,0
"JQ1","935","R","935:R",35,3332.82781866667,0,35,NA,341.963113,1,0
"JQ1","935","L","935:L",35,1820.93776708667,0,35,NA,190.972599906667,1,0
"JQ1","934 (dead)","R","934 (dead):R",35,NA,0,3,6,281.946570186667,1,0
"JQ1","934 (dead)","L","934 (dead):L",35,NA,1,3,6,746.931628053333,1,0
"JQ1","977","R","977:R",35,NA,0,19,22,458.270266253333,1,0
"JQ1","977","L","977:L",35,NA,1,19,22,53.9234753866667,1,0
"JQ1","961","R","961:R",35,1613.34425856,0,35,NA,63.82340136,1,0
"JQ1","961","L","961:L",35,280.497037333333,0,35,NA,749.15541792,1,0
"JQ1","936","R","936:R",35,NA,1,19,22,617.455814583333,1,0
"JQ1","936","L","936:L",35,NA,0,19,22,989.36038136,1,0
"JQ1","971","R","971:R",35,5663.71839312667,0,35,NA,105.65027376,1,0
"JQ1","971","L","971:L",35,2160.86039033667,0,35,NA,1559.76859050667,1,0
"JQ1","952","R","952:R",35,NA,1,19,22,1761.34583025,1,0
"JQ1","952","L","952:L",35,NA,0,19,22,864.85112316,1,0
"JQ1","958","R","958:R",35,2690.70233189333,0,35,NA,107.9689,1,0
"JQ1","958","L","958:L",35,1088.27149449,0,35,NA,267.21445059,1,0
"XRT","837","R","837:R",35,NA,0,19,22,1131.9072,0,1
"XRT","837","L","837:L",35,NA,1,19,22,222.129984666667,0,1
"XRT","976","R","976:R",35,46.74908616,0,35,NA,89.6208333333333,0,1
"XRT","976","L","976:L",35,0,0,35,NA,218.524614163333,0,1
"XRT","960","R","960:R",35,NA,1,19,22,282.27401776,0,1
"XRT","960","L","960:L",35,NA,0,19,22,56.3806802933333,0,1
"XRT","979","R","979:R",35,3210.01146320667,0,35,NA,388.87770856,0,1
"XRT","979","L","979:L",35,114.62256,0,35,NA,224.557058133333,0,1
"XRT","998","R","998:R",35,237.544270833333,0,35,NA,800.514922643333,0,1
"XRT","998","L","998:L",35,673.71074625,0,35,NA,622.253813083333,0,1
"XRT","974","R","974:R",35,122.391655283333,0,35,NA,244.11010608,0,1
"XRT","974","L","974:L",35,39.5477808533333,0,35,NA,865.29655728,0,1
"XRT","968","R","968:R",35,NA,0,35,NA,70.5191666666667,0,1
"XRT","968","L","968:L",35,NA,0,35,NA,1512.72824004,0,1
"XRT","997","R","997:R",35,531.64278232,0,35,NA,468.35549985,0,1
"XRT","997","L","997:L",35,356.037420913333,0,35,NA,748.341703666667,0,1
"XRT","969","R","969:R",35,NA,1,19,22,251.632692,0,1
"XRT","969","L","969:L",35,NA,0,19,22,897.232297276666,0,1
"JQ1+ XRT","991","R","991:R",35,50.05047588,0,35,NA,31.82705256,1,1
"JQ1+ XRT","991","L","991:L",35,24.39337888,0,35,NA,147.9949824,1,1
"JQ1+ XRT","965","R","965:R",35,88.41636963,0,35,NA,686.60025,1,1
"JQ1+ XRT","965","L","965:L",35,210.59155279,0,35,NA,254.7875442,1,1
"JQ1+ XRT","956","R","956:R",35,1012.99738081667,0,35,NA,447.55510365,1,1
"JQ1+ XRT","956","L","956:L",35,234.45168588,0,35,NA,104.202697126667,1,1
"JQ1+ XRT","972(no tag)","R","972(no tag):R",35,400.2192975,0,35,NA,533.88599832,1,1
"JQ1+ XRT","972(no tag)","L","972(no tag):L",35,75.51885888,0,35,NA,645.350384,1,1
"JQ1+ XRT","954","R","954:R",35,531.691759516667,0,35,NA,244.669696993333,1,1
"JQ1+ XRT","954","L","954:L",35,83.8358543333333,0,35,NA,896.898580693333,1,1
"JQ1+ XRT","999","R","999:R",35,427.26158352,0,35,NA,50.34590592,1,1
"JQ1+ XRT","999","L","999:L",35,40.4840634366667,0,35,NA,1422.1688,1,1
"JQ1+ XRT","847","R","847:R",35,NA,0,19,22,1020.6803145,1,1
"JQ1+ XRT","847","L","847:L",35,NA,1,19,22,418.626876586667,1,1
"JQ1+ XRT","848","R","848:R",35,NA,1,19,22,105.65027376,1,1
"JQ1+ XRT","848","L","848:L",35,NA,0,19,22,1559.76859050667,1,1
"JQ1+ XRT","996","R","996:R",35,444.62281308,0,35,NA,39.4867643733333,1,1
"JQ1+ XRT","996","L","996:L",35,21.3646662366667,0,35,NA,239.263511893333,1,1
"JQ1+ XRT","967","R","967:R",35,139.386274666667,0,35,NA,152.70590556,1,1
"JQ1+ XRT","967","L","967:L",35,59.7649681066667,0,35,NA,380.094404266667,1,1
